Name,Start,Duration,TID,GPU,Context
MegaSparse mlp forward [486.689 μs],47.5981s,486.689 μs,457618,GPU 0,Stream 7
MoE route [31.440 μs],47.5986s,31.440 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [307.871 μs],47.5987s,307.871 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.238 μs],47.599s,156.238 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [502.297 μs],47.5992s,502.297 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.489 ms],47.6s,1.489 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.088 μs],47.6015s,16.088 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [49.318 μs],47.6015s,49.318 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [161.643 μs],47.6016s,161.643 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [487.841 μs],47.6019s,487.841 μs,457618,GPU 0,Stream 7
MoE route [33.423 μs],47.6024s,33.423 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [307.039 μs],47.6024s,307.039 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [161.547 μs],47.6028s,161.547 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [495.900 μs],47.603s,495.900 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.497 ms],47.6038s,1.497 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.151 μs],47.6053s,16.151 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [47.719 μs],47.6053s,47.719 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [159.692 μs],47.6053s,159.692 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [486.210 μs],47.6057s,486.210 μs,457618,GPU 0,Stream 7
MoE route [31.440 μs],47.6061s,31.440 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [304.321 μs],47.6062s,304.321 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [155.215 μs],47.6065s,155.215 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [509.781 μs],47.6067s,509.781 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.492 ms],47.6075s,1.492 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [15.832 μs],47.609s,15.832 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.120 μs],47.6091s,46.120 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [175.364 μs],47.6091s,175.364 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [488.289 μs],47.6094s,488.289 μs,457618,GPU 0,Stream 7
MoE route [31.472 μs],47.6099s,31.472 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [300.994 μs],47.6099s,300.994 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [169.447 μs],47.6103s,169.447 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [490.207 μs],47.6105s,490.207 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.495 ms],47.6113s,1.495 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.728 μs],47.6128s,16.728 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.120 μs],47.6128s,46.120 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [166.121 μs],47.6129s,166.121 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.090 μs],47.6132s,485.090 μs,457618,GPU 0,Stream 7
MoE route [31.440 μs],47.6137s,31.440 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [297.284 μs],47.6137s,297.284 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [175.077 μs],47.6141s,175.077 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [501.913 μs],47.6143s,501.913 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.489 ms],47.6151s,1.489 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [15.960 μs],47.6166s,15.960 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [48.263 μs],47.6166s,48.263 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [164.746 μs],47.6166s,164.746 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [483.011 μs],47.6169s,483.011 μs,457618,GPU 0,Stream 7
MoE route [31.535 μs],47.6174s,31.535 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [320.664 μs],47.6174s,320.664 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [161.132 μs],47.6178s,161.132 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [496.987 μs],47.618s,496.987 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.484 ms],47.6188s,1.484 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.504 μs],47.6203s,16.504 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.152 μs],47.6203s,46.152 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [178.594 μs],47.6204s,178.594 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.610 μs],47.6207s,484.610 μs,457618,GPU 0,Stream 7
MoE route [31.600 μs],47.6212s,31.600 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [351.560 μs],47.6212s,351.560 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [164.362 μs],47.6216s,164.362 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [531.018 μs],47.6218s,531.018 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.489 ms],47.6227s,1.489 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.247 μs],47.6242s,16.247 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.376 μs],47.6242s,46.376 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [162.987 μs],47.6242s,162.987 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.889 μs],47.6245s,485.889 μs,457618,GPU 0,Stream 7
MoE route [31.567 μs],47.625s,31.567 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [304.480 μs],47.6251s,304.480 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [158.094 μs],47.6254s,158.094 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [496.860 μs],47.6256s,496.860 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.496 ms],47.6264s,1.496 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.279 μs],47.6279s,16.279 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [47.207 μs],47.6279s,47.207 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [177.795 μs],47.628s,177.795 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.162 μs],47.6283s,484.162 μs,457618,GPU 0,Stream 7
MoE route [31.535 μs],47.6288s,31.535 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [310.077 μs],47.6288s,310.077 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [169.895 μs],47.6292s,169.895 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [499.002 μs],47.6294s,499.002 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.488 ms],47.6302s,1.488 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [15.736 μs],47.6317s,15.736 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.120 μs],47.6317s,46.120 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [169.927 μs],47.6318s,169.927 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.250 μs],47.6321s,485.250 μs,457618,GPU 0,Stream 7
MoE route [31.439 μs],47.6325s,31.439 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [310.621 μs],47.6326s,310.621 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [163.307 μs],47.633s,163.307 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [508.086 μs],47.6332s,508.086 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.486 ms],47.634s,1.486 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.216 μs],47.6355s,16.216 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.184 μs],47.6355s,46.184 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [159.629 μs],47.6355s,159.629 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.962 μs],47.6358s,484.962 μs,457618,GPU 0,Stream 7
MoE route [31.504 μs],47.6363s,31.504 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [329.875 μs],47.6363s,329.875 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.718 μs],47.6367s,156.718 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [497.883 μs],47.6369s,497.883 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.497 ms],47.6377s,1.497 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.344 μs],47.6392s,16.344 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.439 μs],47.6392s,46.439 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [164.618 μs],47.6393s,164.618 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.634 μs],47.6396s,485.634 μs,457618,GPU 0,Stream 7
MoE route [31.600 μs],47.6401s,31.600 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [327.924 μs],47.6401s,327.924 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [158.221 μs],47.6405s,158.221 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [501.338 μs],47.6407s,501.338 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.485 ms],47.6415s,1.485 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [15.832 μs],47.643s,15.832 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.024 μs],47.643s,46.024 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [161.996 μs],47.643s,161.996 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.474 μs],47.6433s,485.474 μs,457618,GPU 0,Stream 7
MoE route [31.536 μs],47.6438s,31.536 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [299.811 μs],47.6439s,299.811 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [157.485 μs],47.6442s,157.485 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [497.916 μs],47.6445s,497.916 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.486 ms],47.6452s,1.486 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.216 μs],47.6467s,16.216 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.408 μs],47.6468s,46.408 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [176.740 μs],47.6468s,176.740 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.377 μs],47.6471s,485.377 μs,457618,GPU 0,Stream 7
MoE route [32.943 μs],47.6476s,32.943 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [291.943 μs],47.6476s,291.943 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [178.595 μs],47.648s,178.595 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [500.345 μs],47.6482s,500.345 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.493 ms],47.649s,1.493 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.120 μs],47.6505s,16.120 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [44.841 μs],47.6505s,44.841 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [170.343 μs],47.6506s,170.343 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [486.305 μs],47.6509s,486.305 μs,457618,GPU 0,Stream 7
MoE route [32.079 μs],47.6514s,32.079 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [290.184 μs],47.6514s,290.184 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [173.381 μs],47.6518s,173.381 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [529.899 μs],47.652s,529.899 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.496 ms],47.6528s,1.496 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.344 μs],47.6543s,16.344 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.216 μs],47.6543s,46.216 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [160.268 μs],47.6544s,160.268 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [486.976 μs],47.6547s,486.976 μs,457618,GPU 0,Stream 7
MoE route [31.504 μs],47.6551s,31.504 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [321.720 μs],47.6552s,321.720 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.590 μs],47.6556s,156.590 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [499.035 μs],47.6558s,499.035 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.496 ms],47.6566s,1.496 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.248 μs],47.6581s,16.248 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [45.896 μs],47.6581s,45.896 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [159.724 μs],47.6581s,159.724 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.226 μs],47.6584s,484.226 μs,457618,GPU 0,Stream 7
MoE route [31.567 μs],47.6589s,31.567 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [320.024 μs],47.6589s,320.024 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.079 μs],47.6593s,156.079 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [496.252 μs],47.6595s,496.252 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.488 ms],47.6603s,1.488 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.376 μs],47.6618s,16.376 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [47.751 μs],47.6618s,47.751 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [165.098 μs],47.6619s,165.098 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [483.939 μs],47.6622s,483.939 μs,457618,GPU 0,Stream 7
MoE route [31.440 μs],47.6627s,31.440 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [300.323 μs],47.6627s,300.323 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [157.421 μs],47.6631s,157.421 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [492.095 μs],47.6633s,492.095 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.498 ms],47.6641s,1.498 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.472 μs],47.6656s,16.472 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.056 μs],47.6656s,46.056 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [159.917 μs],47.6656s,159.917 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.794 μs],47.6659s,485.794 μs,457618,GPU 0,Stream 7
MoE route [32.175 μs],47.6664s,32.175 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [297.732 μs],47.6665s,297.732 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [162.602 μs],47.6668s,162.602 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [491.998 μs],47.667s,491.998 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.485 ms],47.6678s,1.485 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.376 μs],47.6693s,16.376 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [48.422 μs],47.6693s,48.422 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [177.987 μs],47.6694s,177.987 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.514 μs],47.6697s,484.514 μs,457618,GPU 0,Stream 7
MoE route [32.399 μs],47.6702s,32.399 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [293.606 μs],47.6702s,293.606 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [169.383 μs],47.6706s,169.383 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [502.553 μs],47.6708s,502.553 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.484 ms],47.6716s,1.484 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.183 μs],47.6731s,16.183 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.119 μs],47.6731s,46.119 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [168.168 μs],47.6731s,168.168 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [485.602 μs],47.6734s,485.602 μs,457618,GPU 0,Stream 7
MoE route [32.047 μs],47.6739s,32.047 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [292.167 μs],47.6739s,292.167 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [178.594 μs],47.6743s,178.594 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [493.917 μs],47.6745s,493.917 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.495 ms],47.6753s,1.495 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.280 μs],47.6768s,16.280 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [45.800 μs],47.6768s,45.800 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [163.530 μs],47.6769s,163.530 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [488.160 μs],47.6772s,488.160 μs,457618,GPU 0,Stream 7
MoE route [31.567 μs],47.6776s,31.567 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [319.832 μs],47.6777s,319.832 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [155.630 μs],47.6781s,155.630 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [498.619 μs],47.6783s,498.619 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.494 ms],47.679s,1.494 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.343 μs],47.6805s,16.343 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [47.463 μs],47.6806s,47.463 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [169.479 μs],47.6806s,169.479 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.866 μs],47.6809s,484.866 μs,457618,GPU 0,Stream 7
MoE route [32.271 μs],47.6814s,32.271 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [314.268 μs],47.6814s,314.268 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.334 μs],47.6818s,156.334 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [501.402 μs],47.682s,501.402 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.484 ms],47.6828s,1.484 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.184 μs],47.6843s,16.184 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [47.495 μs],47.6843s,47.495 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [172.197 μs],47.6844s,172.197 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [484.578 μs],47.6847s,484.578 μs,457618,GPU 0,Stream 7
MoE route [31.535 μs],47.6852s,31.535 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [305.728 μs],47.6852s,305.728 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [157.965 μs],47.6856s,157.965 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [497.020 μs],47.6858s,497.020 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.494 ms],47.6866s,1.494 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.727 μs],47.6881s,16.727 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.152 μs],47.6881s,46.152 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [159.149 μs],47.6881s,159.149 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [487.265 μs],47.6884s,487.265 μs,457618,GPU 0,Stream 7
MoE route [31.535 μs],47.6889s,31.535 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [348.906 μs],47.689s,348.906 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [179.043 μs],47.6894s,179.043 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [506.870 μs],47.6896s,506.870 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.495 ms],47.6904s,1.495 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.088 μs],47.6919s,16.088 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.599 μs],47.6919s,46.599 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [163.466 μs],47.692s,163.466 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [488.160 μs],47.6923s,488.160 μs,457618,GPU 0,Stream 7
MoE route [31.503 μs],47.6928s,31.503 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [303.745 μs],47.6928s,303.745 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [158.317 μs],47.6932s,158.317 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [506.327 μs],47.6934s,506.327 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.488 ms],47.6942s,1.488 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.184 μs],47.6957s,16.184 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [45.544 μs],47.6957s,45.544 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [159.021 μs],47.6957s,159.021 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [483.266 μs],47.696s,483.266 μs,457618,GPU 0,Stream 7
MoE route [31.536 μs],47.6965s,31.536 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [332.050 μs],47.6965s,332.050 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.174 μs],47.697s,156.174 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [501.209 μs],47.6971s,501.209 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.489 ms],47.6979s,1.489 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.151 μs],47.6994s,16.151 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [45.608 μs],47.6994s,45.608 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [158.605 μs],47.6995s,158.605 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [487.329 μs],47.6998s,487.329 μs,457618,GPU 0,Stream 7
MoE route [32.335 μs],47.7003s,32.335 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [322.967 μs],47.7003s,322.967 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [163.466 μs],47.7007s,163.466 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [496.604 μs],47.7009s,496.604 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.489 ms],47.7017s,1.489 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.184 μs],47.7032s,16.184 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.120 μs],47.7032s,46.120 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [170.150 μs],47.7032s,170.150 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [483.906 μs],47.7035s,483.906 μs,457618,GPU 0,Stream 7
MoE route [34.318 μs],47.704s,34.318 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [302.337 μs],47.7041s,302.337 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [163.115 μs],47.7045s,163.115 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [493.565 μs],47.7047s,493.565 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.494 ms],47.7054s,1.494 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.087 μs],47.7069s,16.087 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [47.431 μs],47.707s,47.431 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [177.731 μs],47.707s,177.731 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [488.032 μs],47.7073s,488.032 μs,457618,GPU 0,Stream 7
MoE route [31.439 μs],47.7078s,31.439 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [302.562 μs],47.7078s,302.562 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [157.581 μs],47.7082s,157.581 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [487.201 μs],47.7084s,487.201 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.494 ms],47.7092s,1.494 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.535 μs],47.7107s,16.535 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [45.576 μs],47.7107s,45.576 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [173.861 μs],47.7108s,173.861 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [486.689 μs],47.7111s,486.689 μs,457618,GPU 0,Stream 7
MoE route [29.488 μs],47.7116s,29.488 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [293.191 μs],47.7116s,293.191 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [173.349 μs],47.712s,173.349 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [508.277 μs],47.7122s,508.277 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.487 ms],47.713s,1.487 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [15.704 μs],47.7145s,15.704 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [49.478 μs],47.7145s,49.478 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [160.844 μs],47.7145s,160.844 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [483.811 μs],47.7148s,483.811 μs,457618,GPU 0,Stream 7
MoE route [31.503 μs],47.7153s,31.503 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [305.344 μs],47.7153s,305.344 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.974 μs],47.7157s,156.974 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [501.242 μs],47.7159s,501.242 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.496 ms],47.7167s,1.496 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.215 μs],47.7182s,16.215 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [46.151 μs],47.7182s,46.151 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [163.882 μs],47.7183s,163.882 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [486.753 μs],47.7186s,486.753 μs,457618,GPU 0,Stream 7
MoE route [32.367 μs],47.7191s,32.367 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [314.108 μs],47.7191s,314.108 μs,457618,GPU 0,Stream 7
MegaBlock padded and reorder tokens [156.270 μs],47.7195s,156.270 μs,457618,GPU 0,Stream 7
MegaBlock generate topo [497.980 μs],47.7197s,497.980 μs,457618,GPU 0,Stream 7
MegaBlock mlp forward [1.483 ms],47.7205s,1.483 ms,457618,GPU 0,Stream 7
MegaBlock reorder and remove padding [16.056 μs],47.722s,16.056 μs,457618,GPU 0,Stream 7
MegaSparse generate indices [45.320 μs],47.722s,45.320 μs,457618,GPU 0,Stream 7
MegaSparse generate topo [170.663 μs],47.722s,170.663 μs,457618,GPU 0,Stream 7
MegaSparse mlp forward [487.041 μs],47.7223s,487.041 μs,457618,GPU 0,Stream 7
MoE route [31.407 μs],47.7228s,31.407 μs,457618,GPU 0,Stream 7
MegaBlock generate indices [335.729 μs],47.7229s,335.729 μs,457618,GPU 0,Stream 7
